Date,Open,High,Low,Close,Adj Close,Volume
2013-08-19,899.000000,903.500000,877.775024,888.724976,719.125671,2121352
2013-08-20,894.900024,894.900024,865.000000,868.200012,702.517639,2724844
2013-08-21,870.049988,871.849976,850.575012,858.900024,694.992310,3623994
2013-08-22,852.500000,898.575012,847.599976,889.474976,719.732483,4260988
2013-08-23,897.000000,919.000000,892.150024,914.724976,740.163818,4032884
2013-08-26,911.549988,939.299988,907.000000,921.000000,745.241516,2663238
2013-08-27,919.500000,939.424988,915.000000,919.400024,743.946716,1945284
2013-08-28,914.000000,973.049988,914.000000,953.950012,771.903442,4444684
2013-08-29,950.500000,985.000000,939.150024,973.549988,787.763062,5905182
2013-08-30,969.500000,1025.000000,965.000000,1016.599976,822.597656,5282942
2013-09-02,1010.000000,1034.500000,1008.750000,1028.425049,832.166138,2154034
2013-09-03,1025.050049,1033.500000,993.075012,1000.549988,809.610535,2355064
2013-09-04,1000.000000,1039.400024,996.974976,1034.550049,837.122253,2626516
2013-09-05,1034.500000,1034.500000,990.525024,995.375000,805.423218,3927492
2013-09-06,1004.500000,1012.500000,987.500000,994.400024,804.634033,2759596
2013-09-10,993.000000,1008.349976,990.500000,993.950012,804.270203,4300972
2013-09-11,1004.000000,1009.000000,991.750000,996.900024,806.657043,3008494
2013-09-12,997.500000,999.275024,972.900024,983.950012,796.178406,1905568
2013-09-13,982.500000,995.000000,973.275024,976.875000,790.453674,2096320
2013-09-16,975.000000,992.500000,947.025024,951.275024,769.739075,2460506
2013-09-17,950.000000,976.275024,948.549988,973.724976,787.904541,3327816
2013-09-18,971.025024,982.400024,968.950012,977.250000,790.757019,2109818
2013-09-19,974.000000,995.000000,963.250000,983.150024,795.531128,3907240
2013-09-20,975.000000,994.950012,970.500000,975.150024,789.057861,3591858
2013-09-23,975.000000,988.599976,970.000000,977.549988,790.999634,2988758
2013-09-24,977.500000,988.950012,963.000000,969.750000,784.688416,4940300
2013-09-25,970.750000,985.474976,960.099976,979.525024,792.597717,4333858
2013-09-26,977.400024,987.049988,967.549988,971.450012,786.063843,4919704
2013-09-27,971.549988,980.974976,968.724976,974.049988,788.167786,1784666
2013-09-30,977.000000,980.924988,960.000000,963.900024,779.954529,1987350
2013-10-01,966.000000,977.424988,958.349976,974.525024,788.552063,1591994
2013-10-03,985.900024,1018.450012,980.200012,1012.299988,819.118103,4672354
2013-10-04,1016.000000,1034.500000,1013.474976,1016.799988,822.759399,1934032
2013-10-07,1017.500000,1048.849976,1012.650024,1044.875000,845.476746,1993878
2013-10-08,1041.500000,1049.000000,1028.275024,1030.724976,834.027222,1828106
2013-10-09,1027.750000,1048.824951,1022.549988,1045.425049,845.921753,1775858
2013-10-10,1044.000000,1049.000000,1033.625000,1040.000000,841.532349,1164320
2013-10-11,1051.500000,1069.000000,1041.199951,1061.025024,858.544861,2284448
2013-10-14,1063.750000,1112.500000,1062.500000,1106.375000,895.240295,4374460
2013-10-15,1117.500000,1129.425049,1100.500000,1107.699951,896.312622,4665092
2013-10-17,1115.000000,1115.000000,1047.849976,1054.224976,853.042358,6687214
2013-10-18,1052.400024,1066.900024,1030.775024,1060.324951,857.978333,5346166
2013-10-21,1062.500000,1063.974976,1025.000000,1035.824951,838.153748,3685372
2013-10-22,1044.000000,1053.824951,1038.425049,1044.675049,845.314880,2044614
2013-10-23,1044.250000,1051.500000,1023.075012,1030.574951,833.905701,2455496
2013-10-24,1021.000000,1041.175049,1000.924988,1004.349976,812.685425,3617758
2013-10-25,997.500000,1036.000000,997.500000,1033.875000,838.245117,2527402
2013-10-28,1034.000000,1044.900024,1026.275024,1031.974976,836.704773,1803942
2013-10-29,1032.500000,1042.900024,1023.950012,1034.900024,839.076294,1829076
2013-10-30,1035.125000,1050.000000,1035.125000,1045.974976,848.055420,2114874
2013-10-31,1044.500000,1064.500000,1039.699951,1056.025024,856.204041,3523076
2013-11-01,1055.000000,1070.974976,1045.550049,1048.800049,850.346069,1346480
2013-11-05,1050.000000,1052.500000,1015.849976,1021.000000,827.806335,2261286
2013-11-06,1031.500000,1051.775024,1029.525024,1045.550049,847.711121,1667750
2013-11-07,1050.000000,1074.074951,1040.150024,1060.974976,860.217407,1956948
2013-11-08,1065.000000,1065.875000,1035.599976,1045.425049,847.609680,1609346
2013-11-11,1045.000000,1070.000000,1025.000000,1047.324951,849.150330,1961138
2013-11-12,1048.425049,1060.849976,1039.500000,1043.574951,846.109619,1000682
2013-11-13,1049.474976,1053.099976,1021.825012,1024.500000,830.644226,1208338
2013-11-14,1036.000000,1036.000000,1010.924988,1013.099976,821.401306,2129704
2013-11-18,1023.000000,1029.949951,1016.125000,1022.000000,828.616882,2831602
2013-11-19,1024.974976,1027.500000,1010.599976,1014.950012,822.901306,2077864
2013-11-20,1023.424988,1024.949951,1008.500000,1011.799988,820.347351,1658696
2013-11-21,1011.599976,1017.349976,990.000000,993.299988,805.347595,2302882
2013-11-22,995.500000,1005.500000,992.549988,1000.424988,811.124573,1494494
2013-11-25,1004.000000,1013.424988,996.549988,1006.625000,816.151489,1950998
2013-11-26,1001.549988,1008.224976,993.500000,996.849976,808.226135,2047412
2013-11-27,1004.500000,1006.849976,987.500000,993.224976,805.286987,2120978
2013-11-28,996.549988,998.275024,985.000000,992.299988,804.537048,2805722
2013-11-29,996.000000,1007.349976,990.900024,1002.174988,812.543518,1924812
2013-12-02,997.500000,1010.500000,997.500000,1006.950012,816.414978,1253260
2013-12-03,1008.025024,1021.000000,1007.525024,1010.400024,819.212280,1449184
2013-12-04,1009.950012,1015.799988,996.825012,1000.025024,810.800171,1519036
2013-12-05,1008.000000,1016.775024,991.525024,993.575012,805.570740,1397190
2013-12-06,995.500000,1005.000000,995.500000,1000.150024,810.901733,1446962
2013-12-09,1014.500000,1014.974976,1000.000000,1002.424988,812.746460,1826340
2013-12-10,1000.000000,1044.500000,1000.000000,1041.375000,844.326172,3653334
2013-12-11,1039.500000,1043.425049,1021.500000,1029.025024,834.312988,1556062
2013-12-12,1022.500000,1032.000000,1012.549988,1014.450012,822.495728,1655964
2013-12-13,1018.974976,1022.500000,997.500000,1000.900024,811.509827,3463350
2013-12-16,1006.849976,1019.900024,1002.575012,1009.575012,818.543152,2858500
2013-12-17,1015.799988,1032.925049,1015.000000,1022.674988,829.164368,2995474
2013-12-18,1020.000000,1035.500000,1019.000000,1027.900024,833.400940,1587990
2013-12-19,1037.974976,1055.000000,1031.324951,1040.750000,843.819519,2161986
2013-12-20,1044.050049,1065.000000,1042.925049,1060.275024,859.649841,1965812
2013-12-23,1064.974976,1071.724976,1048.974976,1054.525024,854.987854,1321224
2013-12-24,1059.900024,1064.500000,1052.125000,1055.349976,855.656982,870156
2013-12-26,1057.500000,1058.500000,1045.724976,1050.150024,851.440735,2297194
2013-12-27,1053.500000,1084.949951,1052.500000,1080.324951,875.906006,2479946
2013-12-30,1085.000000,1087.625000,1073.349976,1078.025024,874.041077,1668776
2013-12-31,1080.050049,1092.474976,1075.449951,1086.025024,880.527283,1245776
2014-01-01,1090.050049,1092.250000,1075.550049,1076.650024,872.926147,529952
2014-01-02,1083.000000,1094.500000,1078.074951,1083.500000,878.480164,1726948
2014-01-03,1082.349976,1114.550049,1073.625000,1111.099976,900.857727,2618174
2014-01-06,1114.500000,1122.000000,1098.500000,1119.800049,907.911743,2311810
2014-01-07,1120.000000,1128.224976,1099.500000,1103.074951,894.351135,2897486
2014-01-08,1106.000000,1122.000000,1105.000000,1116.324951,905.093750,2550020
2014-01-09,1114.375000,1127.750000,1111.050049,1120.974976,908.864014,2582206
2014-01-10,1130.000000,1154.900024,1117.500000,1140.449951,924.653992,3369334
2014-01-13,1142.500000,1192.000000,1142.500000,1184.375000,960.267639,3814316
2014-01-14,1186.000000,1192.400024,1160.000000,1163.375000,943.241394,2974964
2014-01-15,1171.224976,1189.099976,1163.500000,1176.800049,954.125916,3048854
2014-01-16,1190.000000,1190.050049,1162.500000,1175.150024,952.787964,2997962
2014-01-17,1149.000000,1149.000000,1103.025024,1106.525024,897.148438,7564756
2014-01-20,1109.474976,1175.000000,1107.750000,1169.099976,947.883057,6010558
2014-01-21,1167.000000,1169.625000,1137.550049,1140.150024,924.410828,3132282
2014-01-22,1143.550049,1148.425049,1132.050049,1137.025024,921.877380,2384030
2014-01-23,1134.050049,1138.349976,1118.650024,1126.224976,913.120483,2290762
2014-01-24,1122.000000,1141.625000,1117.500000,1124.349976,911.600464,1850266
2014-01-27,1113.000000,1129.750000,1110.050049,1114.800049,905.468323,2532948
2014-01-28,1116.000000,1123.925049,1098.050049,1106.175049,898.462830,2852166
2014-01-29,1120.000000,1120.000000,1102.500000,1104.900024,897.427063,1698076
2014-01-30,1099.025024,1113.500000,1095.000000,1108.800049,900.594604,2225250
2014-01-31,1112.550049,1134.900024,1110.500000,1120.525024,910.117920,2174246
2014-02-03,1111.000000,1122.125000,1095.400024,1097.224976,891.193420,1362480
2014-02-04,1087.000000,1087.500000,1056.025024,1075.675049,873.690002,2694166
2014-02-05,1081.900024,1100.000000,1070.000000,1097.199951,891.172913,1853650
2014-02-06,1090.000000,1094.949951,1072.500000,1087.625000,883.395935,1922652
2014-02-07,1095.000000,1097.500000,1065.500000,1072.199951,870.867432,1990912
2014-02-10,1072.000000,1072.000000,1042.550049,1046.775024,850.216492,4019270
2014-02-11,1050.000000,1063.250000,1048.000000,1050.849976,853.526245,3568786
2014-02-12,1059.000000,1061.800049,1047.500000,1052.724976,855.049500,3074348
2014-02-13,1053.500000,1069.199951,1048.250000,1066.875000,866.542358,2094350
2014-02-14,1068.949951,1092.375000,1064.050049,1083.949951,880.410889,1910062
2014-02-17,1080.000000,1093.000000,1073.599976,1082.699951,879.395752,1670394
2014-02-18,1082.500000,1095.500000,1077.925049,1083.000000,879.639404,1526916
2014-02-19,1085.000000,1107.500000,1081.125000,1098.974976,892.614746,1072918
2014-02-20,1103.000000,1111.000000,1091.400024,1094.675049,889.122375,1587924
2014-02-21,1099.000000,1106.500000,1095.375000,1102.849976,895.761963,1717860
2014-02-24,1102.000000,1102.625000,1085.050049,1088.949951,884.472351,2450424
2014-02-25,1094.500000,1099.750000,1090.000000,1094.449951,888.939453,3305374
2014-02-26,1097.000000,1097.500000,1088.574951,1091.074951,886.198059,3859712
2014-02-28,1080.500000,1140.000000,1080.074951,1137.875000,924.210205,3988192
2014-03-03,1135.900024,1149.500000,1114.000000,1120.025024,909.711914,1606078
2014-03-04,1116.599976,1127.000000,1112.000000,1120.324951,909.955811,2030332
2014-03-05,1127.425049,1143.125000,1121.275024,1125.949951,914.524597,2302006
2014-03-06,1126.425049,1130.000000,1116.074951,1120.375000,909.996521,1314562
2014-03-07,1122.750000,1125.025024,1076.400024,1114.250000,905.021423,4698472
2014-03-10,1114.050049,1114.250000,1067.500000,1071.324951,870.156738,3829768
2014-03-11,1077.500000,1088.824951,1061.000000,1075.824951,873.811829,2550254
2014-03-12,1076.500000,1094.875000,1076.500000,1089.724976,885.101685,1669788
2014-03-13,1074.025024,1101.000000,1068.425049,1074.775024,872.958984,2019884
2014-03-14,1070.500000,1080.250000,1062.150024,1069.775024,868.897644,2161246
2014-03-18,1067.750000,1075.900024,1052.125000,1061.000000,861.770691,2565842
2014-03-19,1037.500000,1037.500000,1006.525024,1019.700012,828.225525,8652662
2014-03-20,1019.000000,1061.449951,1005.700012,1054.099976,856.166199,5728956
2014-03-21,1062.500000,1072.500000,1042.500000,1063.500000,863.801025,4680776
2014-03-22,null,null,null,null,null,null
2014-03-24,1068.474976,1078.974976,1063.074951,1076.300049,874.197510,2183014
2014-03-25,1072.000000,1086.000000,1065.000000,1073.324951,871.781128,2249968
2014-03-26,1074.025024,1079.250000,1043.775024,1046.750000,850.196106,3192350
2014-03-27,1050.474976,1057.500000,1032.525024,1047.125000,850.501038,5012476
2014-03-28,1048.500000,1061.425049,1040.025024,1051.050049,853.688904,2971162
2014-03-31,1052.000000,1072.474976,1041.000000,1066.574951,866.298767,2683268
2014-04-01,1072.500000,1092.500000,1072.449951,1088.349976,883.984802,2755932
2014-04-02,1095.000000,1101.000000,1080.525024,1086.125000,882.177551,3763016
2014-04-03,1086.425049,1091.000000,1073.800049,1083.250000,879.842529,1581194
2014-04-04,1086.000000,1093.500000,1065.000000,1069.425049,868.613464,1694656
2014-04-07,1065.050049,1082.974976,1060.349976,1076.900024,874.685120,2594986
2014-04-09,1076.000000,1081.000000,1052.500000,1070.199951,869.242920,3350500
2014-04-10,1070.199951,1074.324951,1057.599976,1063.074951,863.455933,2152886
2014-04-11,1059.000000,1087.449951,1050.000000,1082.050049,878.868164,2340742
2014-04-15,1090.500000,1129.000000,1087.025024,1126.375000,914.869812,3597244
2014-04-16,1132.000000,1132.000000,1092.099976,1098.150024,891.944946,3475910
2014-04-17,1110.000000,1113.500000,1071.349976,1111.449951,902.747498,7681438
2014-04-21,1110.000000,1121.449951,1105.650024,1110.875000,902.280334,1842594
2014-04-22,1116.974976,1124.949951,1109.949951,1110.525024,901.996033,1486274
2014-04-23,1115.699951,1121.949951,1100.550049,1106.875000,899.031372,1938992
2014-04-24,1106.875000,1106.875000,1106.875000,1106.875000,899.031372,0
2014-04-25,1113.500000,1117.500000,1096.599976,1102.625000,895.579468,3160448
2014-04-28,1102.625000,1111.349976,1090.050049,1095.675049,889.934448,2550766
2014-04-29,1093.000000,1103.175049,1088.449951,1097.125000,891.112122,1846180
2014-04-30,1092.550049,1102.800049,1090.500000,1094.599976,889.061340,2397378
2014-05-02,1090.625000,1109.949951,1090.625000,1104.224976,896.878723,1917778
2014-05-05,1105.400024,1114.500000,1102.074951,1106.849976,899.011108,1314478
2014-05-06,1106.849976,1110.800049,1095.000000,1099.449951,893.000366,961232
2014-05-07,1095.525024,1101.500000,1070.050049,1082.775024,879.456726,4716182
2014-05-08,1082.550049,1090.900024,1073.824951,1081.025024,878.035339,2606900
2014-05-09,1076.000000,1092.349976,1076.000000,1079.949951,877.162292,1799440
2014-05-12,1076.500000,1083.349976,1061.574951,1079.675049,876.938843,2886064
2014-05-13,1082.900024,1119.500000,1082.900024,1105.474976,897.894043,2547484
2014-05-14,1107.199951,1118.849976,1100.550049,1108.050049,899.985779,1389228
2014-05-15,1108.050049,1112.500000,1085.574951,1096.574951,890.665466,2520196
2014-05-16,1100.025024,1126.699951,1050.125000,1080.375000,877.507629,5241798
2014-05-19,1075.000000,1080.000000,999.750000,1018.349976,827.129211,6516606
2014-05-20,1014.000000,1080.000000,1014.000000,1034.099976,839.921570,4702114
2014-05-21,1030.599976,1044.500000,1027.900024,1041.425049,845.871094,4116946
2014-05-22,1048.375000,1062.000000,1037.550049,1055.974976,857.688965,4216842
2014-05-23,1059.500000,1074.500000,1048.000000,1063.949951,864.166321,3094780
2014-05-26,1074.500000,1084.800049,1066.800049,1077.000000,874.766113,2650850
2014-05-27,1080.074951,1092.300049,1059.000000,1065.724976,865.608215,1795094
2014-05-28,1070.000000,1079.375000,1061.224976,1075.275024,873.365112,1887488
2014-05-29,1072.500000,1090.000000,1067.599976,1079.974976,877.182556,2820710
2014-05-30,1079.400024,1083.500000,1065.074951,1070.675049,869.628662,2585648
2014-06-02,1072.000000,1078.875000,1058.025024,1064.925049,864.958435,1095158
2014-06-03,1064.925049,1069.000000,1052.599976,1064.300049,864.450867,2484628
2014-06-04,1065.000000,1067.449951,1038.500000,1044.625000,848.470276,2141062
2014-06-05,1041.550049,1058.199951,1034.000000,1052.074951,854.521301,4348470
2014-06-06,1050.074951,1053.900024,1028.000000,1042.125000,854.562500,3361586
2014-06-09,1043.500000,1059.000000,1040.000000,1056.900024,866.678162,2666196
2014-06-10,1057.500000,1080.474976,1057.500000,1079.074951,884.862183,2628068
2014-06-11,1082.500000,1107.000000,1069.099976,1103.474976,904.870605,3544562
2014-06-12,1124.500000,1127.000000,1091.900024,1118.675049,917.334900,2734338
2014-06-13,1119.000000,1119.500000,1092.525024,1106.775024,907.576843,1904022
2014-06-16,1105.000000,1138.474976,1105.000000,1134.875000,930.619202,2439906
2014-06-17,1142.449951,1148.500000,1135.500000,1139.925049,934.760193,1918144
2014-06-18,1146.500000,1146.500000,1110.650024,1113.525024,913.112000,1948824
2014-06-19,1115.000000,1144.500000,1105.050049,1138.025024,933.202271,1896354
2014-06-20,1142.449951,1149.500000,1131.000000,1146.199951,939.906067,1155674
2014-06-23,1146.500000,1149.949951,1127.025024,1134.425049,930.250000,1262734
2014-06-24,1134.500000,1159.750000,1127.500000,1154.525024,946.732483,1479100
